id,User Name,User ID,Follows,Followers,User Location,content,time
1145437370239426561,hb1honda,hb1honda1,195,168,,RT @funatun: 関係者ヅラするの嫌なんですが、今回は感謝の意を。安城コロナさんの尽力が実って愛知で仲間と一緒にイベント楽しむ事が出来ました。ありがとうございました。安城コロナに集うファンのノリの良さに助けられて、グッズも完全撃破となりました。本当にありがとうございまし…,Sun Jun 30 21:02:04 +0000 2019
1145436918710095872,中江裕二,CY279872ac74n8,1137,254,愛知県,"RT @lvtp7: ここは大洗？
日照専務、日野屋ママ、常盤さん、西村館長、
信じられない豪華メンバーが安城コロナに集まっていた。
この企画を進めてくれたコロナさんに本当に感謝。
ヴィーゼルよりまいわい号に乗りたがるお客さんが何人もみえてウケたｗ https://t.co/D…",Sun Jun 30 21:00:17 +0000 2019
1145436397278396416,hb1honda,hb1honda1,195,168,,"RT @j79_ihi_17: 安城コロナ様のコスプレイベント、無事に全て終了しました。

ご参加頂いたコスプレイヤーの皆様、ご来訪頂いた皆様、本当に有難うございました🎵

わくわくメイカーさん撤収致します。

またの機会がありましたら、よろしくお願いします。

#安城コロナ…",Sun Jun 30 20:58:12 +0000 2019
1145436063055282177,hb1honda,hb1honda1,195,168,,"RT @funatun: 毎回毎回イベントのたびに実施して頂いた施設、盛り上げて頂いたお客様、というより場を作ってくれたファンの皆様には感謝しかありません。
そしてまたみんなで何かを楽しめるよう、是非私達同様安城コロナさんも応援してあげてください。よろしくお願いします。最後に、",Sun Jun 30 20:56:53 +0000 2019
1145434870245552128,太陽マヂックbot,taiyoumagic_bot,5,4,8.3光分むこう,コロナは九十六万四千,Sun Jun 30 20:52:08 +0000 2019
1145434125358137344,狐鐵っちゃん,hydmktt,1027,508,横浜の磯臭ぇ場所／横須賀市カリフォルニア州,"RT @lvtp7: ここは大洗？
日照専務、日野屋ママ、常盤さん、西村館長、
信じられない豪華メンバーが安城コロナに集まっていた。
この企画を進めてくれたコロナさんに本当に感謝。
ヴィーゼルよりまいわい号に乗りたがるお客さんが何人もみえてウケたｗ https://t.co/D…",Sun Jun 30 20:49:11 +0000 2019
1145432848028991488,麺屋渡来人,menyatryjin,7838,7340,茨城県東茨城郡大洗町,"RT @lvtp7: ここは大洗？
日照専務、日野屋ママ、常盤さん、西村館長、
信じられない豪華メンバーが安城コロナに集まっていた。
この企画を進めてくれたコロナさんに本当に感謝。
ヴィーゼルよりまいわい号に乗りたがるお客さんが何人もみえてウケたｗ https://t.co/D…",Sun Jun 30 20:44:06 +0000 2019
1145432025777573888,スターブースト,starboostwith39,127,9,富山けーん,"六月は最後にコロナと二川をハシゴして無理やりセックスして終了。
相変わらずいかなかったけど一時間堀っぱなしいっれっぱなしの受け殺しな感じだった",Sun Jun 30 20:40:50 +0000 2019
1145429966625992704,白水 浩　HiroshiShirouzu,HiroshiShirouzu,1097,332,Tokyo,"早朝から武満徹「コロナ」
 https://t.co/v57vq2Xx9I",Sun Jun 30 20:32:39 +0000 2019
1145427307697299457,チェンクロファンクラブ,chenkurofanclub,9716,10139,,【線範囲単発攻撃】使用マナ２マナ名称フレイムアロー(2)効果直線範囲上にいる敵１体に、炎属性の中(11倍)ダメージを与える。所持者コロナ職弓レア度3 #チェンクロ,Sun Jun 30 20:22:05 +0000 2019
1145424720055005185,W論破コピペ・名(迷)言bot,Weatherron_bot,10,11,モノてるのお城,"詐欺師：もしもし。オレだよオレ
コロナ：あれ、陸洞さん？
詐欺師：そう、陸洞。俺、バイクで人轢いちゃって…
コロナ：つまり、その事実を知っている方を全員金で黙らせたらいいのかな？もう、今回だけだからね？
詐欺師：すげぇとこに電話かけちまった",Sun Jun 30 20:11:48 +0000 2019
1145422380203819008,Losnoの創作紹介bot,Losno_sousaku,3,7,,"名前:エレノア
性別:女
種族:精霊
概要:
ウンディーネ族の少女。コロナの幼馴染みでよく彼の元に訪れては難しい問題を出している。稽古をサボったりとやや不真面目。",Sun Jun 30 20:02:31 +0000 2019
1145419747313369088,太陽マヂックbot,taiyoumagic_bot,5,4,8.3光分むこう,コロナは三十七万二百,Sun Jun 30 19:52:03 +0000 2019
1145419541301751808,FAIRYTAIL 技bot,FT_skill_bot,342,259,マグノリア,髪しぐれ蛍火(カミシグレホタルビ)　-フレア・コロナ,Sun Jun 30 19:51:14 +0000 2019
1145416939155537920,フルスイング@GuP-OJI㌠,fullswing85,1822,520,埼玉県蓮田市,"RT @lvtp7: ここは大洗？
日照専務、日野屋ママ、常盤さん、西村館長、
信じられない豪華メンバーが安城コロナに集まっていた。
この企画を進めてくれたコロナさんに本当に感謝。
ヴィーゼルよりまいわい号に乗りたがるお客さんが何人もみえてウケたｗ https://t.co/D…",Sun Jun 30 19:40:53 +0000 2019
1145415687441006593,楽天丸㌠,shelltone,3326,1007,だいたいにおいて千葉市,"RT @lvtp7: ここは大洗？
日照専務、日野屋ママ、常盤さん、西村館長、
信じられない豪華メンバーが安城コロナに集まっていた。
この企画を進めてくれたコロナさんに本当に感謝。
ヴィーゼルよりまいわい号に乗りたがるお客さんが何人もみえてウケたｗ https://t.co/D…",Sun Jun 30 19:35:55 +0000 2019
1145415625994457088,ろこ・あと63にち・こ,sas0x0ami,284,313,ろここ だよ,RT @zzzchy: 全く気づけてなかったけどイグニスの机にレモンささったコロナ置いてあって勤務中に飲酒してるうえにその直後に出動！って車運転してるの言われてみれば…すぎた,Sun Jun 30 19:35:40 +0000 2019
1145414155614056448,ARCOIRIS(アルコイリス),arcoiris_nagano,200,107,長野市北石堂町1435 新室町ビル2F,#ARCOIRIS にご来店の際はお得なクーポンGETしてからっ☞https://t.co/RNKjqDzbGa  … 様々な“個性”をもったお席を用意してますのでその日気分で選んでみては？ #アルコイリス #誕生日会 #女子会… https://t.co/emH0yWncgo,Sun Jun 30 19:29:50 +0000 2019
1145411581385175040,南,nagumt,339,95,,"RT @roaneatan: メキシコのコロナビールの缶、ビニール袋削減のために10個まで連結して持って帰れるようになって反響がすごい

https://t.co/TVeV6GnWK7",Sun Jun 30 19:19:36 +0000 2019
1145411275393863680,A_kusokote_bot,A_kusokote_bot,0,6,,ユーゴくんが女体化したらコロナちゃんですな,Sun Jun 30 19:18:23 +0000 2019
